accession_no,entity_name,cik,file_date,period_of_report,form_type,file_type_hint,source
0001564590-22-036358,STAAR SURGICAL CO,0000718937,2022-11-02,2022-11-02,8-K,,submissions
0001564590-22-029118,STAAR SURGICAL CO,0000718937,2022-08-11,2022-08-10,8-K,,submissions
0001564590-22-028940,STAAR SURGICAL CO,0000718937,2022-08-10,2022-08-10,8-K,,submissions
0001564590-22-026053,STAAR SURGICAL CO,0000718937,2022-07-20,2022-07-15,8-K,,submissions
0001564590-22-023566,STAAR SURGICAL CO,0000718937,2022-06-17,2022-06-16,8-K,,submissions
0001564590-22-022633,STAAR SURGICAL CO,0000718937,2022-06-07,2022-06-07,8-K,,submissions
0001564590-22-018402,STAAR SURGICAL CO,0000718937,2022-05-06,2022-05-04,8-K,,submissions
0001564590-22-017855,STAAR SURGICAL CO,0000718937,2022-05-04,2022-05-04,8-K,,submissions
0001564590-22-013632,STAAR SURGICAL CO,0000718937,2022-04-06,2022-04-06,8-K,,submissions
0001564590-22-011901,STAAR SURGICAL CO,0000718937,2022-03-28,2022-03-28,8-K,,submissions
0001564590-22-006349,STAAR SURGICAL CO,0000718937,2022-02-23,2022-02-23,8-K,,submissions
0001564590-22-003253,STAAR SURGICAL CO,0000718937,2022-02-01,2022-02-01,8-K,,submissions
0001564590-22-000788,STAAR SURGICAL CO,0000718937,2022-01-10,2022-01-10,8-K,,submissions
0001564590-21-054558,STAAR SURGICAL CO,0000718937,2021-11-04,2021-11-03,8-K,,submissions
0001564590-21-053956,STAAR SURGICAL CO,0000718937,2021-11-03,2021-11-03,8-K,,submissions
0001564590-21-048845,STAAR SURGICAL CO,0000718937,2021-09-24,2021-09-23,8-K,,submissions
0001564590-21-042823,STAAR SURGICAL CO,0000718937,2021-08-10,2021-08-10,8-K,,submissions
0001564590-21-041590,STAAR SURGICAL CO,0000718937,2021-08-05,2021-08-04,8-K,,submissions
0001564590-21-040808,STAAR SURGICAL CO,0000718937,2021-08-04,2021-08-04,8-K,,submissions
0001564590-21-034584,STAAR SURGICAL CO,0000718937,2021-06-25,2021-06-24,8-K,,submissions
0001564590-21-030106,STAAR SURGICAL CO,0000718937,2021-05-27,2021-05-26,8-K,,submissions
0001564590-21-024035,STAAR SURGICAL CO,0000718937,2021-05-05,2021-05-05,8-K,,submissions
0001564590-21-008089,STAAR SURGICAL CO,0000718937,2021-02-24,2021-02-24,8-K,,submissions
0001564590-21-002223,STAAR SURGICAL CO,0000718937,2021-01-26,2021-01-26,8-K,,submissions
0001564590-21-000722,STAAR SURGICAL CO,0000718937,2021-01-11,2021-01-11,8-K,,submissions
0001564590-20-050463,STAAR SURGICAL CO,0000718937,2020-11-04,2020-11-04,8-K,,submissions
0001564590-20-046039,STAAR SURGICAL CO,0000718937,2020-10-08,2020-10-01,8-K,,submissions
0001564590-20-043353,STAAR SURGICAL CO,0000718937,2020-09-14,2020-09-14,8-K,,submissions
0001564590-20-042255,STAAR SURGICAL CO,0000718937,2020-09-02,2020-09-02,8-K,,submissions
0001564590-20-039124,STAAR SURGICAL CO,0000718937,2020-08-11,2020-08-11,8-K,,submissions
0001564590-20-036798,STAAR SURGICAL CO,0000718937,2020-08-05,2020-08-05,8-K,,submissions
0001564590-20-035237,STAAR SURGICAL CO,0000718937,2020-08-03,2020-07-30,8-K,,submissions
0001564590-20-031892,STAAR SURGICAL CO,0000718937,2020-07-07,2020-07-07,8-K,,submissions
0001564590-20-031771,STAAR SURGICAL CO,0000718937,2020-07-06,2020-06-30,8-K,,submissions
0001564590-20-027955,STAAR SURGICAL CO,0000718937,2020-06-02,2020-06-02,8-K,,submissions
0001564590-20-027750,STAAR SURGICAL CO,0000718937,2020-06-01,2020-06-01,8-K,,submissions
0001564590-20-021915,STAAR SURGICAL CO,0000718937,2020-05-06,2020-05-03,8-K,,submissions
0001564590-20-020501,STAAR SURGICAL CO,0000718937,2020-05-01,2020-05-01,8-K,,submissions
0001564590-20-016323,STAAR SURGICAL CO,0000718937,2020-04-13,2020-04-13,8-K,,submissions
0001564590-20-006783,STAAR SURGICAL CO,0000718937,2020-02-26,2020-02-26,8-K,,submissions
0001564590-20-003112,STAAR SURGICAL CO,0000718937,2020-02-04,2020-02-04,8-K,,submissions
0001564590-20-002809,STAAR SURGICAL CO,0000718937,2020-01-31,2020-01-30,8-K,,submissions
0001564590-20-000921,STAAR SURGICAL CO,0000718937,2020-01-13,2020-01-13,8-K,,submissions
0001564590-19-046313,STAAR SURGICAL CO,0000718937,2019-12-18,2019-12-17,8-K,,submissions
0001564590-19-045698,STAAR SURGICAL CO,0000718937,2019-12-11,2019-12-11,8-K,,submissions
0001564590-19-038781,STAAR SURGICAL CO,0000718937,2019-10-30,2019-10-30,8-K,,submissions
0001564590-19-033050,STAAR SURGICAL CO,0000718937,2019-08-27,2019-08-27,8-K,,submissions
0001564590-19-029687,STAAR SURGICAL CO,0000718937,2019-08-07,2019-08-07,8-K,,submissions
0001564590-19-027490,STAAR SURGICAL CO,0000718937,2019-07-31,2019-07-31,8-K,,submissions
0001564590-19-023002,STAAR SURGICAL CO,0000718937,2019-06-21,2019-06-20,8-K,,submissions
0001564590-19-021717,STAAR SURGICAL CO,0000718937,2019-06-05,2019-06-05,8-K,,submissions
0001564590-19-019269,STAAR SURGICAL CO,0000718937,2019-05-15,2019-05-15,8-K,,submissions
0001564590-19-015522,STAAR SURGICAL CO,0000718937,2019-05-03,2019-05-02,8-K,,submissions
0001564590-19-014821,STAAR SURGICAL CO,0000718937,2019-05-01,2019-05-01,8-K,,submissions
0001144204-19-010801,STAAR SURGICAL CO,0000718937,2019-02-28,2019-02-28,8-K,,submissions
0001144204-19-009299,STAAR SURGICAL CO,0000718937,2019-02-21,2019-02-21,8-K,,submissions
0001144204-19-001931,STAAR SURGICAL CO,0000718937,2019-01-17,2019-01-17,8-K,,submissions
0001144204-19-000811,STAAR SURGICAL CO,0000718937,2019-01-07,2019-01-07,8-K,,submissions
0001144204-19-000783,STAAR SURGICAL CO,0000718937,2019-01-07,2019-01-07,8-K,,submissions
0001144204-18-057442,STAAR SURGICAL CO,0000718937,2018-11-06,2018-11-06,8-K,,submissions
0001144204-18-056801,STAAR SURGICAL CO,0000718937,2018-11-01,2018-10-31,8-K,,submissions
0001144204-18-056459,STAAR SURGICAL CO,0000718937,2018-10-31,2018-10-31,8-K,,submissions
0001144204-18-049318,STAAR SURGICAL CO,0000718937,2018-09-13,2018-09-13,8-K,,submissions
0001144204-18-045861,STAAR SURGICAL CO,0000718937,2018-08-22,2018-08-22,8-K,,submissions
0001144204-18-043427,STAAR SURGICAL CO,0000718937,2018-08-10,2018-08-07,8-K,,submissions
0001144204-18-042563,STAAR SURGICAL CO,0000718937,2018-08-08,2018-08-08,8-K,,submissions
0001144204-18-041360,STAAR SURGICAL CO,0000718937,2018-08-01,2018-08-01,8-K,,submissions
0001144204-18-034896,STAAR SURGICAL CO,0000718937,2018-06-20,2018-06-20,8-K,,submissions
0001144204-18-034262,STAAR SURGICAL CO,0000718937,2018-06-14,2018-06-14,8-K,,submissions
0001144204-18-024759,STAAR SURGICAL CO,0000718937,2018-05-02,2018-05-02,8-K,,submissions
0001144204-18-014248,STAAR SURGICAL CO,0000718937,2018-03-13,2018-03-13,8-K,,submissions
0001144204-18-011751,STAAR SURGICAL CO,0000718937,2018-02-28,2018-02-28,8-K,,submissions
0001144204-18-001212,STAAR SURGICAL CO,0000718937,2018-01-08,2018-01-08,8-K,,submissions
0001144204-17-059788,STAAR SURGICAL CO,0000718937,2017-11-17,2017-11-16,8-K,,submissions
0001144204-17-059613,STAAR SURGICAL CO,0000718937,2017-11-16,2017-11-16,8-K,,submissions
0001144204-17-057281,STAAR SURGICAL CO,0000718937,2017-11-08,2017-11-08,8-K,,submissions
0001144204-17-050846,STAAR SURGICAL CO,0000718937,2017-10-02,2017-10-02,8-K,,submissions
0001144204-17-050352,STAAR SURGICAL CO,0000718937,2017-09-28,2017-09-26,8-K,,submissions
0001144204-17-048757,STAAR SURGICAL CO,0000718937,2017-09-20,2017-09-20,8-K,,submissions
0001144204-17-043355,STAAR SURGICAL CO,0000718937,2017-08-15,2017-08-15,8-K,,submissions
0001144204-17-041067,STAAR SURGICAL CO,0000718937,2017-08-08,2017-08-08,8-K,,submissions
0001144204-17-039924,STAAR SURGICAL CO,0000718937,2017-08-02,2017-08-02,8-K,,submissions
0001144204-17-032385,STAAR SURGICAL CO,0000718937,2017-06-14,2017-06-13,8-K,,submissions
0001144204-17-026464,STAAR SURGICAL CO,0000718937,2017-05-11,2017-05-11,8-K,,submissions
0001144204-17-026318,STAAR SURGICAL CO,0000718937,2017-05-11,2017-05-11,8-K,,submissions
0001144204-17-024205,STAAR SURGICAL CO,0000718937,2017-05-03,2017-05-03,8-K,,submissions
0001144204-17-019060,STAAR SURGICAL CO,0000718937,2017-04-05,2017-04-05,8-K,,submissions
0001144204-17-018861,STAAR SURGICAL CO,0000718937,2017-04-04,2017-04-03,8-K,,submissions
0001144204-17-012500,STAAR SURGICAL CO,0000718937,2017-03-02,2017-03-02,8-K,,submissions
0001144204-17-001517,STAAR SURGICAL CO,0000718937,2017-01-10,2017-01-10,8-K,,submissions
0001144204-16-131381,STAAR SURGICAL CO,0000718937,2016-11-03,2016-09-30,8-K,,submissions
0001144204-16-124902,STAAR SURGICAL CO,0000718937,2016-09-22,2016-09-22,8-K,,submissions
0001144204-16-124016,STAAR SURGICAL CO,0000718937,2016-09-15,2016-09-15,8-K,,submissions
0001144204-16-122992,STAAR SURGICAL CO,0000718937,2016-09-07,2016-09-07,8-K,,submissions
0001144204-16-117904,STAAR SURGICAL CO,0000718937,2016-08-10,2016-08-10,8-K,,submissions
0001144204-16-116217,STAAR SURGICAL CO,0000718937,2016-08-03,2016-08-03,8-K,,submissions
0001144204-16-109967,STAAR SURGICAL CO,0000718937,2016-06-27,2016-06-24,8-K,,submissions
0001144204-16-107795,STAAR SURGICAL CO,0000718937,2016-06-10,2016-06-10,8-K,,submissions
0001144204-16-101431,STAAR SURGICAL CO,0000718937,2016-05-13,2016-05-13,8-K,,submissions
0001144204-16-100853,STAAR SURGICAL CO,0000718937,2016-05-11,2016-05-11,8-K,,submissions
0001144204-16-088917,STAAR SURGICAL CO,0000718937,2016-03-18,2016-03-18,8-K,,submissions
0001144204-16-085551,STAAR SURGICAL CO,0000718937,2016-03-02,2016-03-02,8-K,,submissions
0001144204-16-085307,STAAR SURGICAL CO,0000718937,2016-03-01,2016-02-25,8-K,,submissions
0001144204-16-083106,STAAR SURGICAL CO,0000718937,2016-02-18,2016-02-16,8-K,,submissions
0001144204-16-082105,STAAR SURGICAL CO,0000718937,2016-02-16,2016-02-16,8-K,,submissions
0001144204-16-079720,STAAR SURGICAL CO,0000718937,2016-02-09,2016-02-09,8-K,,submissions
0001144204-16-075113,STAAR SURGICAL CO,0000718937,2016-01-11,2016-01-11,8-K,,submissions
0001144204-15-071507,STAAR SURGICAL CO,0000718937,2015-12-17,2015-12-14,8-K,,submissions
0001144204-15-061678,STAAR SURGICAL CO,0000718937,2015-10-30,2015-10-28,8-K,,submissions
0001144204-15-061216,STAAR SURGICAL CO,0000718937,2015-10-28,2015-10-28,8-K,,submissions
0001144204-15-053450,STAAR SURGICAL CO,0000718937,2015-09-02,2015-08-27,8-K,,submissions
0001144204-15-046731,STAAR SURGICAL CO,0000718937,2015-08-06,2015-08-06,8-K,,submissions
0001144204-15-044849,STAAR SURGICAL CO,0000718937,2015-07-29,2015-07-03,8-K,,submissions
0001144204-15-044606,STAAR SURGICAL CO,0000718937,2015-07-28,2015-07-27,8-K,,submissions
0001144204-15-043789,STAAR SURGICAL CO,0000718937,2015-07-23,2015-07-23,8-K,,submissions
0001144204-15-042018,STAAR SURGICAL CO,0000718937,2015-07-10,2015-07-08,8-K,,submissions
0001144204-15-028345,STAAR SURGICAL CO,0000718937,2015-05-07,2015-05-07,8-K,,submissions
0001144204-15-026537,STAAR SURGICAL CO,0000718937,2015-04-30,2015-04-30,8-K,,submissions
0001144204-15-025934,STAAR SURGICAL CO,0000718937,2015-04-29,2015-04-29,8-K,,submissions
0001144204-15-024329,STAAR SURGICAL CO,0000718937,2015-04-22,2015-04-16,8-K,,submissions
0001144204-15-013680,STAAR SURGICAL CO,0000718937,2015-03-03,2015-02-25,8-K,,submissions
0001144204-15-013474,STAAR SURGICAL CO,0000718937,2015-03-03,2015-02-28,8-K,,submissions
0001144204-15-007548,STAAR SURGICAL CO,0000718937,2015-02-10,2015-02-04,8-K,,submissions
0001144204-15-003878,STAAR SURGICAL CO,0000718937,2015-01-27,2015-01-27,8-K,,submissions
0001552781-22-000324,"Spirit of Texas Bancshares, Inc.",0001499453,2022-04-11,2022-04-08,8-K,,submissions
0001193125-22-063135,"Spirit of Texas Bancshares, Inc.",0001499453,2022-03-02,2022-02-24,8-K,,submissions
0001564590-22-007173,"Spirit of Texas Bancshares, Inc.",0001499453,2022-02-25,2022-02-25,8-K,,submissions
0001193125-22-052232,"Spirit of Texas Bancshares, Inc.",0001499453,2022-02-24,2022-02-24,8-K,,submissions
0001193125-22-029742,"Spirit of Texas Bancshares, Inc.",0001499453,2022-02-07,2022-02-04,8-K,,submissions
0001193125-22-018388,"Spirit of Texas Bancshares, Inc.",0001499453,2022-01-26,2022-01-26,8-K,,submissions
0001193125-22-001826,"Spirit of Texas Bancshares, Inc.",0001499453,2022-01-04,2022-01-04,8-K,,submissions
0001193125-21-339605,"Spirit of Texas Bancshares, Inc.",0001499453,2021-11-24,2021-11-18,8-K,,submissions
0001193125-21-334544,"Spirit of Texas Bancshares, Inc.",0001499453,2021-11-19,2021-11-18,8-K,,submissions
0001193125-21-309441,"Spirit of Texas Bancshares, Inc.",0001499453,2021-10-27,2021-10-27,8-K,,submissions
0001564590-21-045258,"Spirit of Texas Bancshares, Inc.",0001499453,2021-08-20,2021-08-20,8-K,,submissions
0001193125-21-235824,"Spirit of Texas Bancshares, Inc.",0001499453,2021-08-04,2021-08-04,8-K,,submissions
0001193125-21-220677,"Spirit of Texas Bancshares, Inc.",0001499453,2021-07-21,2021-07-21,8-K,,submissions
0001193125-21-192261,"Spirit of Texas Bancshares, Inc.",0001499453,2021-06-16,2021-06-10,8-K,,submissions
0001193125-21-191203,"Spirit of Texas Bancshares, Inc.",0001499453,2021-06-15,2021-06-15,8-K,,submissions
0001193125-21-177182,"Spirit of Texas Bancshares, Inc.",0001499453,2021-05-28,2021-05-27,8-K,,submissions
0001193125-21-164696,"Spirit of Texas Bancshares, Inc.",0001499453,2021-05-18,2021-05-18,8-K,,submissions
0001193125-21-147312,"Spirit of Texas Bancshares, Inc.",0001499453,2021-05-03,2021-05-03,8-K,,submissions
0001193125-21-124673,"Spirit of Texas Bancshares, Inc.",0001499453,2021-04-21,2021-04-21,8-K,,submissions
0001193125-21-082500,"Spirit of Texas Bancshares, Inc.",0001499453,2021-03-16,2021-03-12,8-K,,submissions
0001193125-21-065097,"Spirit of Texas Bancshares, Inc.",0001499453,2021-03-02,2021-03-02,8-K,,submissions
0001193125-21-061071,"Spirit of Texas Bancshares, Inc.",0001499453,2021-02-26,2021-02-25,8-K,,submissions
0001193125-21-026844,"Spirit of Texas Bancshares, Inc.",0001499453,2021-02-03,2021-02-03,8-K,,submissions
0001193125-21-016500,"Spirit of Texas Bancshares, Inc.",0001499453,2021-01-25,2021-01-25,8-K,,submissions
0001193125-21-006063,"Spirit of Texas Bancshares, Inc.",0001499453,2021-01-11,2021-01-08,8-K,,submissions
0001193125-20-320881,"Spirit of Texas Bancshares, Inc.",0001499453,2020-12-18,2020-12-17,8-K,,submissions
0001193125-20-301301,"Spirit of Texas Bancshares, Inc.",0001499453,2020-11-23,2020-11-19,8-K,,submissions
0001193125-20-286399,"Spirit of Texas Bancshares, Inc.",0001499453,2020-11-05,2020-11-05,8-K,,submissions
0001193125-20-272884,"Spirit of Texas Bancshares, Inc.",0001499453,2020-10-20,2020-10-20,8-K,,submissions
0001193125-20-253512,"Spirit of Texas Bancshares, Inc.",0001499453,2020-09-24,2020-09-24,8-K,,submissions
0001193125-20-248144,"Spirit of Texas Bancshares, Inc.",0001499453,2020-09-17,2020-09-17,8-K,,submissions
0001193125-20-202277,"Spirit of Texas Bancshares, Inc.",0001499453,2020-07-29,2020-07-29,8-K,,submissions
0001193125-20-199103,"Spirit of Texas Bancshares, Inc.",0001499453,2020-07-27,2020-07-24,8-K,,submissions
0001193125-20-195592,"Spirit of Texas Bancshares, Inc.",0001499453,2020-07-20,2020-07-20,8-K,,submissions
0001193125-20-169588,"Spirit of Texas Bancshares, Inc.",0001499453,2020-06-15,2020-06-15,8-K,,submissions
0001193125-20-155638,"Spirit of Texas Bancshares, Inc.",0001499453,2020-05-29,2020-05-28,8-K,,submissions
0001193125-20-141328,"Spirit of Texas Bancshares, Inc.",0001499453,2020-05-13,2020-05-13,8-K,,submissions
0001193125-20-138117,"Spirit of Texas Bancshares, Inc.",0001499453,2020-05-11,2020-05-11,8-K,,submissions
0001564590-20-019861,"Spirit of Texas Bancshares, Inc.",0001499453,2020-04-30,2020-04-29,8-K,,submissions
0001564590-20-016572,"Spirit of Texas Bancshares, Inc.",0001499453,2020-04-14,2020-04-13,8-K,,submissions
0001564590-20-015750,"Spirit of Texas Bancshares, Inc.",0001499453,2020-04-07,2020-04-06,8-K,,submissions
0001193125-20-057910,"Spirit of Texas Bancshares, Inc.",0001499453,2020-03-02,2020-02-28,8-K,,submissions
0001193125-20-023075,"Spirit of Texas Bancshares, Inc.",0001499453,2020-02-03,2020-02-03,8-K,,submissions
0001193125-20-018958,"Spirit of Texas Bancshares, Inc.",0001499453,2020-01-30,2020-01-29,8-K,,submissions
0001193125-20-007451,"Spirit of Texas Bancshares, Inc.",0001499453,2020-01-15,2020-01-14,8-K,,submissions
0001193125-19-321810,"Spirit of Texas Bancshares, Inc.",0001499453,2019-12-23,2019-12-20,8-K,,submissions
0001193125-19-292215,"Spirit of Texas Bancshares, Inc.",0001499453,2019-11-14,2019-11-14,8-K,,submissions
0001193125-19-285472,"Spirit of Texas Bancshares, Inc.",0001499453,2019-11-06,2019-11-05,8-K,,submissions
0001104659-19-055660,"Spirit of Texas Bancshares, Inc.",0001499453,2019-10-23,2019-10-22,8-K,,submissions
0001193125-19-202683,"Spirit of Texas Bancshares, Inc.",0001499453,2019-07-25,2019-07-25,8-K,,submissions
0001193125-19-201275,"Spirit of Texas Bancshares, Inc.",0001499453,2019-07-24,2019-07-24,8-K,,submissions
0001193125-19-201259,"Spirit of Texas Bancshares, Inc.",0001499453,2019-07-24,2019-07-24,8-K,,submissions
0001193125-19-188917,"Spirit of Texas Bancshares, Inc.",0001499453,2019-07-03,2019-07-01,8-K,,submissions
0001193125-19-172568,"Spirit of Texas Bancshares, Inc.",0001499453,2019-06-13,2019-06-12,8-K,,submissions
0001193125-19-156816,"Spirit of Texas Bancshares, Inc.",0001499453,2019-05-24,2019-05-23,8-K,,submissions
0001193125-19-137432,"Spirit of Texas Bancshares, Inc.",0001499453,2019-05-06,2019-05-06,8-K,,submissions
0001193125-19-095867,"Spirit of Texas Bancshares, Inc.",0001499453,2019-04-03,2019-04-02,8-K,,submissions
0001171843-19-000616,"Spirit of Texas Bancshares, Inc.",0001499453,2019-01-30,2019-01-30,8-K,,submissions
0001193125-18-335712,"Spirit of Texas Bancshares, Inc.",0001499453,2018-11-28,2018-11-27,8-K,,submissions
0001193125-18-326913,"Spirit of Texas Bancshares, Inc.",0001499453,2018-11-15,2018-11-14,8-K,,submissions
0001193125-18-326500,"Spirit of Texas Bancshares, Inc.",0001499453,2018-11-14,2018-11-13,8-K,,submissions
0001171843-18-007126,"Spirit of Texas Bancshares, Inc.",0001499453,2018-10-23,2018-10-23,8-K,,submissions
0001171843-18-005504,"Spirit of Texas Bancshares, Inc.",0001499453,2018-07-30,2018-07-26,8-K,,submissions
0001171843-18-005339,"Spirit of Texas Bancshares, Inc.",0001499453,2018-07-24,2018-07-24,8-K,,submissions
0001193125-18-221590,"Spirit of Texas Bancshares, Inc.",0001499453,2018-07-19,2018-07-19,8-K,,submissions
0001171843-18-005231,"Spirit of Texas Bancshares, Inc.",0001499453,2018-07-18,2018-07-18,8-K,,submissions
0001171843-18-004333,"Spirit of Texas Bancshares, Inc.",0001499453,2018-05-31,2018-05-31,8-K,,submissions
0001193125-23-290695,"SMITH & WESSON BRANDS, INC.",0001092796,2023-12-07,2023-12-07,8-K,,submissions
0001193125-23-240504,"SMITH & WESSON BRANDS, INC.",0001092796,2023-09-22,2023-09-19,8-K,,submissions
0001193125-23-238033,"SMITH & WESSON BRANDS, INC.",0001092796,2023-09-20,2023-09-20,8-K,,submissions
0001193125-23-230613,"SMITH & WESSON BRANDS, INC.",0001092796,2023-09-07,2023-09-07,8-K,,submissions
0001193125-23-187697,"SMITH & WESSON BRANDS, INC.",0001092796,2023-07-17,2023-07-17,8-K,,submissions
0001193125-23-180423,"SMITH & WESSON BRANDS, INC.",0001092796,2023-06-30,2023-06-27,8-K,,submissions
0001193125-23-172552,"SMITH & WESSON BRANDS, INC.",0001092796,2023-06-22,2023-06-22,8-K,,submissions
0001193125-23-132493,"SMITH & WESSON BRANDS, INC.",0001092796,2023-05-02,2023-04-28,8-K,,submissions
0001193125-23-066132,"SMITH & WESSON BRANDS, INC.",0001092796,2023-03-09,2023-03-09,8-K,,submissions
0001193125-23-060047,"SMITH & WESSON BRANDS, INC.",0001092796,2023-03-03,2023-02-28,8-K,,submissions
0001193125-23-024121,"SMITH & WESSON BRANDS, INC.",0001092796,2023-02-03,2023-01-31,8-K,,submissions
0001193125-22-299380,"SMITH & WESSON BRANDS, INC.",0001092796,2022-12-06,2022-12-06,8-K,,submissions
0001193125-22-243779,"SMITH & WESSON BRANDS, INC.",0001092796,2022-09-13,2022-09-12,8-K,,submissions
0001193125-22-241006,"SMITH & WESSON BRANDS, INC.",0001092796,2022-09-08,2022-09-08,8-K,,submissions
0001193125-22-180296,"SMITH & WESSON BRANDS, INC.",0001092796,2022-06-23,2022-06-23,8-K,,submissions
0001193125-22-064316,"SMITH & WESSON BRANDS, INC.",0001092796,2022-03-03,2022-03-03,8-K,,submissions
0001193125-21-346651,"SMITH & WESSON BRANDS, INC.",0001092796,2021-12-02,2021-12-02,8-K,,submissions
0001193125-21-287442,"SMITH & WESSON BRANDS, INC.",0001092796,2021-09-30,2021-09-30,8-K,,submissions
0001193125-21-286735,"SMITH & WESSON BRANDS, INC.",0001092796,2021-09-29,2021-09-27,8-K,,submissions
0001193125-21-263233,"SMITH & WESSON BRANDS, INC.",0001092796,2021-09-01,2021-09-01,8-K,,submissions
0001193125-21-194397,"SMITH & WESSON BRANDS, INC.",0001092796,2021-06-21,2021-06-18,8-K,,submissions
0001193125-21-193172,"SMITH & WESSON BRANDS, INC.",0001092796,2021-06-17,2021-06-17,8-K,,submissions
0001193125-21-171087,"SMITH & WESSON BRANDS, INC.",0001092796,2021-05-24,2021-05-22,8-K,,submissions
